26.024990,I,idle
26.024996,K,slurping,0
26.025007,I,slurping,1
27.004019,E,swallowing
27.004044,G,swallowing
27.004055,C,swallowing
27.004060,A,swallowing
27.014111,F,idle
27.014121,J,idle
27.014131,F,slurping,2
27.014140,J,slurping,0
27.014153,B,idle
27.014164,B,slurping,1
27.014170,H,idle
27.014184,H,slurping,2
27.014190,D,idle
27.014202,D,slurping,0
27.025069,K,swallowing
27.025081,I,swallowing
28.004160,E,idle
28.004183,G,idle
28.004194,E,slurping,1
28.004209,G,slurping,2
28.004218,C,idle
28.004229,C,slurping,0
28.004235,A,idle
28.004249,A,slurping,1
28.014202,F,swallowing
28.014220,J,swallowing
28.014228,B,swallowing
28.014237,H,swallowing
28.014274,D,swallowing
28.025144,K,idle
28.025153,I,idle
28.025160,K,slurping,2
28.025168,I,slurping,0
29.004335,G,swallowing
29.004361,C,swallowing
29.004379,E,swallowing
29.004386,A,swallowing
29.014278,F,idle
29.014289,H,idle
29.014299,F,slurping,1
29.014309,H,slurping,2
29.014317,J,idle
29.014336,B,idle
29.014354,J,slurping,0
29.014359,B,slurping,1
29.014365,D,idle
29.014383,D,slurping,2
29.025245,K,swallowing
29.025255,I,swallowing
30.004450,G,idle
30.004488,C,idle
30.004515,C,slurping,1
30.004526,E,idle
30.004535,G,slurping,0
30.004539,E,slurping,2
30.004546,A,idle
30.004557,A,slurping,0
30.014375,F,swallowing
30.014391,H,swallowing
30.014402,J,swallowing
30.014443,D,swallowing
30.014450,B,swallowing
30.025333,K,idle
30.025345,I,idle
30.025353,K,slurping,1
30.025362,I,slurping,2
31.004652,E,swallowing
31.004677,C,swallowing
31.004687,A,swallowing
31.004692,G,swallowing
31.014482,F,idle
31.014501,H,idle
31.014515,F,slurping,0
31.014522,H,slurping,1
31.014526,J,idle
31.014530,B,idle
31.014537,J,slurping,2
31.014545,B,slurping,0
31.014552,D,idle
31.014563,D,slurping,1
31.025437,I,swallowing
31.025450,K,swallowing
32.004755,E,idle
32.004773,C,idle
32.004784,E,slurping,2
32.004802,C,slurping,0
32.004811,A,idle
32.004821,A,slurping,1
32.004829,G,idle
32.004845,G,slurping,2
32.014608,F,swallowing
32.014624,J,swallowing
32.014649,H,swallowing
32.014659,D,swallowing
32.014664,B,swallowing
32.025510,I,idle
32.025527,K,idle
32.025533,I,slurping,0
32.025545,K,slurping,1
33.004900,E,swallowing
33.004933,C,swallowing
33.004945,A,swallowing
33.004954,G,swallowing
33.014672,F,idle
33.014698,F,slurping,2
33.014721,J,idle
33.014736,D,idle
33.014742,J,slurping,0
33.014751,D,slurping,1
33.014754,H,idle
33.014767,H,slurping,2
33.014770,B,idle
33.014782,B,slurping,0
33.025611,I,swallowing
33.025626,K,swallowing
34.005030,E,idle
34.005046,G,idle
34.005061,E,slurping,1
34.005075,G,slurping,2
34.005088,C,idle
34.005099,C,slurping,0
34.005108,A,idle
34.005121,A,slurping,1
34.014799,F,swallowing
34.014830,J,swallowing
34.014840,H,swallowing
34.014853,D,swallowing
34.014865,B,swallowing
34.025699,K,idle
34.025715,I,idle
34.025719,K,slurping,2
34.025736,I,slurping,0
35.005182,E,swallowing
35.005199,G,swallowing
35.005209,C,swallowing
35.005215,A,swallowing
35.014881,F,idle
35.014904,F,slurping,1
35.014920,J,idle
35.014938,B,idle
35.014945,J,slurping,2
35.014957,H,idle
35.014960,B,slurping,0
35.014972,H,slurping,1
35.014981,D,idle
35.014996,D,slurping,2
35.025818,K,swallowing
35.025833,I,swallowing
36.005305,E,idle
36.005318,C,idle
36.005334,E,slurping,0
36.005343,C,slurping,1
36.005354,A,idle
36.005367,A,slurping,2
36.005373,G,idle
36.005389,G,slurping,0
36.014977,F,swallowing
36.015025,J,swallowing
36.015045,H,swallowing
36.015057,B,swallowing
36.015062,D,swallowing
36.025913,K,idle
36.025928,I,idle
36.025936,K,slurping,1
36.025949,I,slurping,2
37.005439,E,swallowing
37.005455,G,swallowing
37.005473,C,swallowing
37.005488,A,swallowing
37.015066,F,idle
37.015078,J,idle
37.015099,F,slurping,0
37.015110,J,slurping,1
37.015119,H,idle
37.015126,B,idle
37.015131,H,slurping,2
37.015140,B,slurping,0
37.015150,D,idle
37.015161,D,slurping,1
37.026036,K,swallowing
37.026051,I,swallowing
38.005563,E,idle
38.005580,G,idle
38.005592,E,slurping,2
38.005612,G,slurping,0
38.005622,C,idle
38.005646,C,slurping,1
38.005663,A,idle
38.005674,A,slurping,2
38.015183,F,swallowing
38.015197,B,swallowing
38.015207,J,swallowing
38.015213,H,swallowing
38.015222,D,swallowing
38.026132,K,idle
38.026147,I,idle
38.026158,K,slurping,0
38.026166,I,slurping,1
39.005720,E,swallowing
39.005750,G,swallowing
39.005768,C,swallowing
39.005778,A,swallowing
39.015268,F,idle
39.015274,B,idle
39.015290,F,slurping,2
39.015293,B,slurping,0
39.015299,D,idle
39.015302,J,idle
39.015310,D,slurping,1
39.015314,J,slurping,2
39.015321,H,idle
39.015331,H,slurping,0
39.026252,K,swallowing
39.026266,I,swallowing
40.005846,E,idle
40.005869,C,idle
40.005879,E,slurping,1
40.005898,C,slurping,2
40.005907,G,idle
40.005927,G,slurping,0
40.005934,A,idle
40.005949,A,slurping,1
40.015372,F,swallowing
40.015377,B,swallowing
40.015381,D,swallowing
40.015386,J,swallowing
40.015394,H,swallowing
40.026325,K,idle
40.026349,I,idle
40.026358,K,slurping,2
40.026366,I,slurping,0
41.006007,E,swallowing
41.006032,C,swallowing
41.006051,G,swallowing
41.006059,A,swallowing
41.015460,F,idle
41.015464,J,idle
41.015486,F,slurping,1
41.015489,D,idle
41.015501,D,slurping,0
41.015508,B,idle
41.015520,B,slurping,1
41.015525,H,idle
41.015541,H,slurping,2
41.015547,J,slurping,2
41.026452,K,swallowing
41.026468,I,swallowing
42.006146,E,idle
42.006166,G,idle
42.006178,E,slurping,0
42.006190,G,slurping,1
42.006199,A,idle
42.006212,A,slurping,2
42.006218,C,idle
42.006246,C,slurping,0
42.015581,F,swallowing
42.015586,D,swallowing
42.015594,B,swallowing
42.015604,H,swallowing
42.015620,J,swallowing
42.026527,K,idle
42.026548,I,idle
42.026557,K,slurping,1
42.026566,I,slurping,2
43.006304,E,swallowing
43.006331,G,swallowing
43.006348,A,swallowing
43.006358,C,swallowing
43.015661,F,idle
43.015667,D,idle
43.015681,F,slurping,0
43.015686,D,slurping,1
43.015695,B,idle
43.015705,B,slurping,2
43.015711,H,idle
43.015722,H,slurping,0
43.015727,J,idle
43.015740,J,slurping,1
43.026645,K,swallowing
43.026656,I,swallowing
44.006440,E,idle
44.006463,A,idle
44.006471,E,slurping,2
44.006491,A,slurping,0
44.006499,C,idle
44.006516,C,slurping,1
44.006522,G,idle
44.006536,G,slurping,2
44.015765,F,swallowing
44.015769,D,swallowing
44.015777,H,swallowing
44.015783,B,swallowing
44.015791,J,swallowing
44.026720,K,idle
44.026731,I,idle
44.026736,K,slurping,0
44.026749,I,slurping,1
45.006587,E,swallowing
45.006600,G,swallowing
45.006612,C,swallowing
45.006619,A,swallowing
45.015855,B,idle
45.015872,F,idle
45.015877,B,slurping,2
45.015885,D,idle
45.015898,D,slurping,1
45.015904,J,idle
45.015921,J,slurping,2
45.015933,H,idle
45.015952,H,slurping,0
45.015959,F,slurping,0
45.026813,K,swallowing
45.026839,I,swallowing
46.006702,E,idle
46.006717,A,idle
46.006733,E,slurping,1
46.006752,A,slurping,2
46.006774,G,idle
46.006803,G,slurping,0
46.006816,C,idle
46.006836,C,slurping,1
46.015974,B,swallowing
46.015997,J,swallowing
46.016006,H,swallowing
46.016014,D,swallowing
46.016025,F,swallowing
46.026908,K,idle
46.026919,I,idle
46.026932,K,slurping,2
46.026936,I,slurping,0
47.006851,E,swallowing
47.006873,A,swallowing
47.006881,G,swallowing
47.006904,C,swallowing
47.016056,B,idle
47.016071,J,idle
47.016077,B,slurping,1
47.016091,J,slurping,2
47.016100,H,idle
47.016110,H,slurping,0
47.016116,F,idle
47.016121,D,idle
47.016127,F,slurping,1
47.016136,D,slurping,2
47.027009,K,swallowing
47.027020,I,swallowing
48.006959,E,idle
48.006976,A,idle
48.006989,E,slurping,0
48.007011,C,idle
48.007026,C,slurping,2
48.006999,A,slurping,1
48.007006,G,idle
48.007053,G,slurping,0
48.016163,B,swallowing
48.016171,D,swallowing
48.016182,J,swallowing
48.016189,H,swallowing
48.016199,F,swallowing
48.027100,I,idle
48.027119,K,idle
48.027137,K,slurping,2
48.027182,I,slurping,1
49.007138,E,swallowing
49.007161,C,swallowing
49.007178,A,swallowing
49.007192,G,swallowing
49.016273,B,idle
49.016290,F,idle
49.016302,B,slurping,0
49.016314,F,slurping,1
49.016321,H,idle
49.016332,H,slurping,2
49.016341,J,idle
49.016362,D,idle
49.016381,J,slurping,0
49.016387,D,slurping,1
49.027237,K,swallowing
49.027257,I,swallowing
50.007266,E,idle
50.007289,G,idle
50.007297,E,slurping,2
50.007317,G,slurping,0
50.007326,C,idle
50.007338,C,slurping,1
50.007345,A,idle
50.007359,A,slurping,2
50.016386,B,swallowing
50.016394,H,swallowing
50.016402,F,swallowing
50.016453,J,swallowing
50.016464,D,swallowing
50.027318,K,idle
50.027324,I,idle
50.027334,K,slurping,0
50.027341,I,slurping,1
51.007403,E,swallowing
51.007424,G,swallowing
51.007438,C,swallowing
51.007446,A,swallowing
51.016473,H,idle
51.016494,H,slurping,2
51.016551,F,idle
51.016574,J,idle
51.016583,F,slurping,0
51.016589,J,slurping,1
51.016593,B,idle
51.016596,D,idle
51.016605,D,slurping,0
51.016611,B,slurping,2
51.027420,I,swallowing
51.027435,K,swallowing
52.007524,E,idle
52.007546,C,idle
52.007552,E,slurping,1
52.007570,C,slurping,2
52.007582,G,idle
52.007593,G,slurping,0
52.007603,A,idle
52.007615,A,slurping,1
52.016573,H,swallowing
52.016658,F,swallowing
52.016666,J,swallowing
52.016683,B,swallowing
52.016694,D,swallowing
52.027495,I,idle
52.027511,I,slurping,2
52.027520,K,idle
52.027538,K,slurping,0
53.007674,E,swallowing
53.007693,C,swallowing
53.007702,G,swallowing
53.007708,A,swallowing
53.016652,H,idle
53.016674,H,slurping,1
53.016730,F,idle
53.016745,F,slurping,2
53.016758,J,idle
53.016776,J,slurping,0
53.016781,D,idle
53.016796,D,slurping,1
53.016803,B,idle
53.016819,B,slurping,2
53.027588,I,swallowing
53.027616,K,swallowing
54.007769,E,idle
54.007795,C,idle
54.007802,E,slurping,0
54.007820,C,slurping,2
54.007832,A,idle
54.007837,G,idle
54.007846,A,slurping,0
54.016749,H,swallowing
54.016819,F,swallowing
54.016828,D,swallowing
54.016870,J,swallowing
54.016883,B,swallowing
54.027687,I,idle
54.030250,K,idle
55.008667,E,swallowing
55.008679,A,swallowing
55.016828,H,idle
55.016948,C,swallowing
55.016969,F,idle
55.017018,D,idle
55.017053,J,idle
55.017086,B,idle
56.008779,E,idle
56.008801,A,idle
56.017035,C,idle
